0 verbose cli /usr/local/Cellar/node/26.0.0/bin/node /usr/local/bin/npm
1 info using npm@11.12.1
2 info using node@v26.0.0
3 silly config load:file:/usr/local/lib/node_modules/npm/npmrc
4 silly config load:file:/Users/ernela/Projects/neomovies-api/docs/.npmrc
5 silly config load:file:/Users/ernela/.npmrc
6 silly config load:file:/usr/local/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--prefer-offline" "--no-audit" "--cache" "/Users/ernela/Projects/neomovies-api/.cache/docs/npm"
9 verbose logfile logs-max:10 dir:/Users/ernela/Projects/neomovies-api/.cache/docs/npm/_logs/2026-05-14T13_12_18_836Z-
10 verbose logfile /Users/ernela/Projects/neomovies-api/.cache/docs/npm/_logs/2026-05-14T13_12_18_836Z-debug-0.log
11 silly logfile done cleaning log files
441 http cache latest-version@https://registry.npmjs.org/latest-version/-/latest-version-7.0.0.tgz 0ms (cache hit)
442 http cache launch-editor@https://registry.npmjs.org/launch-editor/-/launch-editor-2.13.2.tgz 0ms (cache hit)
443 http cache kleur@https://registry.npmjs.org/kleur/-/kleur-3.0.3.tgz 0ms (cache hit)
444 http cache klaw-sync@https://registry.npmjs.org/klaw-sync/-/klaw-sync-6.0.0.tgz 0ms (cache hit)
445 http cache kind-of@https://registry.npmjs.org/kind-of/-/kind-of-6.0.3.tgz 0ms (cache hit)
446 http cache jsonfile@https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.0.tgz 0ms (cache hit)
447 http cache json5@https://registry.npmjs.org/json5/-/json5-2.2.3.tgz 0ms (cache hit)
448 http cache keyv@https://registry.npmjs.org/keyv/-/keyv-4.5.4.tgz 0ms (cache hit)
449 http cache json-schema-traverse@https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz 0ms (cache hit)
450 http cache json-parse-even-better-errors@https://registry.npmjs.org/json-parse-even-better-errors/-/json-parse-even-better-errors-2.3.1.tgz 0ms (cache hit)
451 http cache json-buffer@https://registry.npmjs.org/json-buffer/-/json-buffer-3.0.1.tgz 0ms (cache hit)
452 http cache jsesc@https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz 0ms (cache hit)
453 http cache js-yaml@https://registry.npmjs.org/js-yaml/-/js-yaml-4.1.1.tgz 0ms (cache hit)
454 http cache js-tokens@https://registry.npmjs.org/js-tokens/-/js-tokens-4.0.0.tgz 0ms (cache hit)
455 http cache jiti@https://registry.npmjs.org/jiti/-/jiti-1.21.7.tgz 0ms (cache hit)
456 http cache joi@https://registry.npmjs.org/joi/-/joi-17.13.3.tgz 0ms (cache hit)
457 http cache jest-worker@https://registry.npmjs.org/jest-worker/-/jest-worker-29.7.0.tgz 0ms (cache hit)
458 http cache jest-util@https://registry.npmjs.org/jest-util/-/jest-util-29.7.0.tgz 0ms (cache hit)
459 http cache isobject@https://registry.npmjs.org/isobject/-/isobject-3.0.1.tgz 0ms (cache hit)
460 http cache isexe@https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz 0ms (cache hit)
461 http cache isarray@https://registry.npmjs.org/isarray/-/isarray-0.0.1.tgz 0ms (cache hit)
462 http cache is-yarn-global@https://registry.npmjs.org/is-yarn-global/-/is-yarn-global-0.4.1.tgz 0ms (cache hit)
463 http cache is-wsl@https://registry.npmjs.org/is-wsl/-/is-wsl-2.2.0.tgz 1ms (cache hit)
464 http cache is-typedarray@https://registry.npmjs.org/is-typedarray/-/is-typedarray-1.0.0.tgz 0ms (cache hit)
465 http cache is-stream@https://registry.npmjs.org/is-stream/-/is-stream-2.0.1.tgz 0ms (cache hit)
466 http cache is-regexp@https://registry.npmjs.org/is-regexp/-/is-regexp-1.0.0.tgz 0ms (cache hit)
467 http cache is-plain-object@https://registry.npmjs.org/is-plain-object/-/is-plain-object-2.0.4.tgz 0ms (cache hit)
468 http cache is-plain-obj@https://registry.npmjs.org/is-plain-obj/-/is-plain-obj-4.1.0.tgz 0ms (cache hit)
469 http cache is-path-inside@https://registry.npmjs.org/is-path-inside/-/is-path-inside-3.0.3.tgz 0ms (cache hit)
470 http cache is-obj@https://registry.npmjs.org/is-obj/-/is-obj-1.0.1.tgz 0ms (cache hit)
471 http cache is-network-error@https://registry.npmjs.org/is-network-error/-/is-network-error-1.3.1.tgz 0ms (cache hit)
472 http cache is-npm@https://registry.npmjs.org/is-npm/-/is-npm-6.1.0.tgz 0ms (cache hit)
473 http cache is-number@https://registry.npmjs.org/is-number/-/is-number-7.0.0.tgz 0ms (cache hit)
474 http cache is-installed-globally@https://registry.npmjs.org/is-installed-globally/-/is-installed-globally-0.4.0.tgz 0ms (cache hit)
475 http cache is-hexadecimal@https://registry.npmjs.org/is-hexadecimal/-/is-hexadecimal-2.0.1.tgz 0ms (cache hit)
476 http cache is-inside-container@https://registry.npmjs.org/is-inside-container/-/is-inside-container-1.0.0.tgz 0ms (cache hit)
477 http cache is-glob@https://registry.npmjs.org/is-glob/-/is-glob-4.0.3.tgz 0ms (cache hit)
478 http cache is-fullwidth-code-point@https://registry.npmjs.org/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz 0ms (cache hit)
479 http cache is-extglob@https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz 0ms (cache hit)
480 http cache is-docker@https://registry.npmjs.org/is-docker/-/is-docker-2.2.1.tgz 0ms (cache hit)
481 http cache is-extendable@https://registry.npmjs.org/is-extendable/-/is-extendable-0.1.1.tgz 0ms (cache hit)
482 http cache is-decimal@https://registry.npmjs.org/is-decimal/-/is-decimal-2.0.1.tgz 0ms (cache hit)
483 http cache is-core-module@https://registry.npmjs.org/is-core-module/-/is-core-module-2.16.1.tgz 0ms (cache hit)
484 http cache is-ci@https://registry.npmjs.org/is-ci/-/is-ci-3.0.1.tgz 0ms (cache hit)
485 http cache is-binary-path@https://registry.npmjs.org/is-binary-path/-/is-binary-path-2.1.0.tgz 0ms (cache hit)
486 http cache is-arrayish@https://registry.npmjs.org/is-arrayish/-/is-arrayish-0.2.1.tgz 0ms (cache hit)
487 http cache is-alphabetical@https://registry.npmjs.org/is-alphabetical/-/is-alphabetical-2.0.1.tgz 0ms (cache hit)
488 http cache is-alphanumerical@https://registry.npmjs.org/is-alphanumerical/-/is-alphanumerical-2.0.1.tgz 0ms (cache hit)
489 http cache ipaddr.js@https://registry.npmjs.org/ipaddr.js/-/ipaddr.js-2.3.0.tgz 0ms (cache hit)
490 http cache invariant@https://registry.npmjs.org/invariant/-/invariant-2.2.4.tgz 0ms (cache hit)
491 http cache inline-style-parser@https://registry.npmjs.org/inline-style-parser/-/inline-style-parser-0.2.7.tgz 0ms (cache hit)
492 http cache ini@https://registry.npmjs.org/ini/-/ini-2.0.0.tgz 0ms (cache hit)
493 http cache inherits@https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz 0ms (cache hit)
494 http cache infima@https://registry.npmjs.org/infima/-/infima-0.2.0-alpha.45.tgz 0ms (cache hit)
495 http cache indent-string@https://registry.npmjs.org/indent-string/-/indent-string-4.0.0.tgz 0ms (cache hit)
496 http cache imurmurhash@https://registry.npmjs.org/imurmurhash/-/imurmurhash-0.1.4.tgz 0ms (cache hit)
497 http cache import-lazy@https://registry.npmjs.org/import-lazy/-/import-lazy-4.0.0.tgz 0ms (cache hit)
498 http cache import-fresh@https://registry.npmjs.org/import-fresh/-/import-fresh-3.3.1.tgz 0ms (cache hit)
499 http cache ignore@https://registry.npmjs.org/ignore/-/ignore-5.3.2.tgz 0ms (cache hit)
500 http cache immediate@https://registry.npmjs.org/immediate/-/immediate-3.3.0.tgz 0ms (cache hit)
501 http cache image-size@https://registry.npmjs.org/image-size/-/image-size-2.0.2.tgz 0ms (cache hit)
502 http cache icss-utils@https://registry.npmjs.org/icss-utils/-/icss-utils-5.1.0.tgz 0ms (cache hit)
503 http cache iconv-lite@https://registry.npmjs.org/iconv-lite/-/iconv-lite-0.4.24.tgz 0ms (cache hit)
504 http cache hyperdyperid@https://registry.npmjs.org/hyperdyperid/-/hyperdyperid-1.2.0.tgz 0ms (cache hit)
505 http cache human-signals@https://registry.npmjs.org/human-signals/-/human-signals-2.1.0.tgz 0ms (cache hit)
506 http cache http2-wrapper@https://registry.npmjs.org/http2-wrapper/-/http2-wrapper-2.2.1.tgz 0ms (cache hit)
507 http cache http-proxy-middleware@https://registry.npmjs.org/http-proxy-middleware/-/http-proxy-middleware-2.0.9.tgz 0ms (cache hit)
508 http cache http-proxy@https://registry.npmjs.org/http-proxy/-/http-proxy-1.18.1.tgz 0ms (cache hit)
509 http cache http-errors@https://registry.npmjs.org/http-errors/-/http-errors-2.0.1.tgz 0ms (cache hit)
510 http cache http-parser-js@https://registry.npmjs.org/http-parser-js/-/http-parser-js-0.5.10.tgz 0ms (cache hit)
511 http cache http-deceiver@https://registry.npmjs.org/http-deceiver/-/http-deceiver-1.2.7.tgz 0ms (cache hit)
512 http cache http-cache-semantics@https://registry.npmjs.org/http-cache-semantics/-/http-cache-semantics-4.2.0.tgz 0ms (cache hit)
513 http cache htmlparser2@https://registry.npmjs.org/htmlparser2/-/htmlparser2-8.0.2.tgz 0ms (cache hit)
514 http cache html-webpack-plugin@https://registry.npmjs.org/html-webpack-plugin/-/html-webpack-plugin-5.6.6.tgz 0ms (cache hit)
515 http cache html-void-elements@https://registry.npmjs.org/html-void-elements/-/html-void-elements-3.0.0.tgz 0ms (cache hit)
516 http cache html-tags@https://registry.npmjs.org/html-tags/-/html-tags-3.3.1.tgz 0ms (cache hit)
517 http cache html-minifier-terser@https://registry.npmjs.org/html-minifier-terser/-/html-minifier-terser-7.2.0.tgz 0ms (cache hit)
518 http cache html-escaper@https://registry.npmjs.org/html-escaper/-/html-escaper-2.0.2.tgz 0ms (cache hit)
519 http cache hpack.js@https://registry.npmjs.org/hpack.js/-/hpack.js-2.1.6.tgz 0ms (cache hit)
520 http cache hoist-non-react-statics@https://registry.npmjs.org/hoist-non-react-statics/-/hoist-non-react-statics-3.3.2.tgz 0ms (cache hit)
521 http cache history@https://registry.npmjs.org/history/-/history-4.10.1.tgz 0ms (cache hit)
522 http cache he@https://registry.npmjs.org/he/-/he-1.2.0.tgz 0ms (cache hit)
523 http cache hastscript@https://registry.npmjs.org/hastscript/-/hastscript-9.0.1.tgz 0ms (cache hit)
524 http cache hast-util-whitespace@https://registry.npmjs.org/hast-util-whitespace/-/hast-util-whitespace-3.0.0.tgz 0ms (cache hit)
525 http cache hast-util-to-parse5@https://registry.npmjs.org/hast-util-to-parse5/-/hast-util-to-parse5-8.0.1.tgz 0ms (cache hit)
526 http cache hast-util-to-jsx-runtime@https://registry.npmjs.org/hast-util-to-jsx-runtime/-/hast-util-to-jsx-runtime-2.3.6.tgz 0ms (cache hit)
527 http cache hast-util-to-estree@https://registry.npmjs.org/hast-util-to-estree/-/hast-util-to-estree-3.1.3.tgz 0ms (cache hit)
528 http cache hast-util-raw@https://registry.npmjs.org/hast-util-raw/-/hast-util-raw-9.1.0.tgz 0ms (cache hit)
529 http cache hast-util-parse-selector@https://registry.npmjs.org/hast-util-parse-selector/-/hast-util-parse-selector-4.0.0.tgz 0ms (cache hit)
530 http cache hast-util-from-parse5@https://registry.npmjs.org/hast-util-from-parse5/-/hast-util-from-parse5-8.0.3.tgz 0ms (cache hit)
531 http cache has-yarn@https://registry.npmjs.org/has-yarn/-/has-yarn-3.0.0.tgz 0ms (cache hit)
532 http cache has-symbols@https://registry.npmjs.org/has-symbols/-/has-symbols-1.1.0.tgz 0ms (cache hit)
533 http cache has-property-descriptors@https://registry.npmjs.org/has-property-descriptors/-/has-property-descriptors-1.0.2.tgz 0ms (cache hit)
534 http cache has-flag@https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz 0ms (cache hit)
535 http cache handle-thing@https://registry.npmjs.org/handle-thing/-/handle-thing-2.0.1.tgz 0ms (cache hit)
536 http cache hasown@https://registry.npmjs.org/hasown/-/hasown-2.0.2.tgz 0ms (cache hit)
537 http cache gray-matter@https://registry.npmjs.org/gray-matter/-/gray-matter-4.0.3.tgz 0ms (cache hit)
538 http cache graceful-fs@https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz 0ms (cache hit)
539 http cache gzip-size@https://registry.npmjs.org/gzip-size/-/gzip-size-6.0.0.tgz 0ms (cache hit)
540 http cache globby@https://registry.npmjs.org/globby/-/globby-11.1.0.tgz 0ms (cache hit)
541 http cache gopd@https://registry.npmjs.org/gopd/-/gopd-1.2.0.tgz 0ms (cache hit)
542 http cache global-dirs@https://registry.npmjs.org/global-dirs/-/global-dirs-3.0.1.tgz 0ms (cache hit)
543 http cache glob-to-regexp@https://registry.npmjs.org/glob-to-regexp/-/glob-to-regexp-0.4.1.tgz 0ms (cache hit)
544 http cache glob-to-regex.js@https://registry.npmjs.org/glob-to-regex.js/-/glob-to-regex.js-1.2.0.tgz 0ms (cache hit)
545 http cache glob-parent@https://registry.npmjs.org/glob-parent/-/glob-parent-5.1.2.tgz 0ms (cache hit)
546 http cache got@https://registry.npmjs.org/got/-/got-12.6.1.tgz 0ms (cache hit)
547 http cache github-slugger@https://registry.npmjs.org/github-slugger/-/github-slugger-1.5.0.tgz 0ms (cache hit)
548 http cache get-proto@https://registry.npmjs.org/get-proto/-/get-proto-1.0.1.tgz 0ms (cache hit)
549 http cache get-stream@https://registry.npmjs.org/get-stream/-/get-stream-6.0.1.tgz 0ms (cache hit)
550 http cache get-intrinsic@https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.3.0.tgz 0ms (cache hit)
551 http cache get-own-enumerable-property-symbols@https://registry.npmjs.org/get-own-enumerable-property-symbols/-/get-own-enumerable-property-symbols-3.0.2.tgz 0ms (cache hit)
552 http cache fsevents@https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz 0ms (cache hit)
553 http cache gensync@https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz 0ms (cache hit)
554 http cache fs-extra@https://registry.npmjs.org/fs-extra/-/fs-extra-11.3.4.tgz 0ms (cache hit)
555 http cache function-bind@https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz 0ms (cache hit)
556 http cache fraction.js@https://registry.npmjs.org/fraction.js/-/fraction.js-5.3.4.tgz 0ms (cache hit)
557 http cache forwarded@https://registry.npmjs.org/forwarded/-/forwarded-0.2.0.tgz 0ms (cache hit)
558 http cache format@https://registry.npmjs.org/format/-/format-0.2.2.tgz 0ms (cache hit)
559 http cache form-data-encoder@https://registry.npmjs.org/form-data-encoder/-/form-data-encoder-2.1.4.tgz 0ms (cache hit)
560 http cache fresh@https://registry.npmjs.org/fresh/-/fresh-0.5.2.tgz 0ms (cache hit)
561 http cache flat@https://registry.npmjs.org/flat/-/flat-5.0.2.tgz 0ms (cache hit)
562 http cache follow-redirects@https://registry.npmjs.org/follow-redirects/-/follow-redirects-1.15.11.tgz 0ms (cache hit)
563 http cache find-up@https://registry.npmjs.org/find-up/-/find-up-6.3.0.tgz 0ms (cache hit)
564 http cache find-cache-dir@https://registry.npmjs.org/find-cache-dir/-/find-cache-dir-4.0.0.tgz 0ms (cache hit)
565 http cache finalhandler@https://registry.npmjs.org/finalhandler/-/finalhandler-1.3.2.tgz 0ms (cache hit)
566 http cache fill-range@https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz 0ms (cache hit)
567 http cache file-loader@https://registry.npmjs.org/file-loader/-/file-loader-6.2.0.tgz 0ms (cache hit)
568 http cache faye-websocket@https://registry.npmjs.org/faye-websocket/-/faye-websocket-0.11.4.tgz 0ms (cache hit)
569 http cache fault@https://registry.npmjs.org/fault/-/fault-2.0.1.tgz 0ms (cache hit)
570 http cache feed@https://registry.npmjs.org/feed/-/feed-4.2.2.tgz 0ms (cache hit)
571 http cache fastq@https://registry.npmjs.org/fastq/-/fastq-1.20.1.tgz 0ms (cache hit)
572 http cache fast-uri@https://registry.npmjs.org/fast-uri/-/fast-uri-3.1.0.tgz 0ms (cache hit)
573 http cache fast-json-stable-stringify@https://registry.npmjs.org/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz 0ms (cache hit)
574 http cache figures@https://registry.npmjs.org/figures/-/figures-3.2.0.tgz 0ms (cache hit)
575 http cache fast-glob@https://registry.npmjs.org/fast-glob/-/fast-glob-3.3.3.tgz 0ms (cache hit)
576 http cache fast-deep-equal@https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz 0ms (cache hit)
577 http cache extend-shallow@https://registry.npmjs.org/extend-shallow/-/extend-shallow-2.0.1.tgz 0ms (cache hit)
578 http cache express@https://registry.npmjs.org/express/-/express-4.22.1.tgz 0ms (cache hit)
579 http cache execa@https://registry.npmjs.org/execa/-/execa-5.1.1.tgz 0ms (cache hit)
580 http cache extend@https://registry.npmjs.org/extend/-/extend-3.0.2.tgz 0ms (cache hit)
581 http cache events@https://registry.npmjs.org/events/-/events-3.3.0.tgz 0ms (cache hit)
582 http cache eventemitter3@https://registry.npmjs.org/eventemitter3/-/eventemitter3-4.0.7.tgz 0ms (cache hit)
583 http cache eval@https://registry.npmjs.org/eval/-/eval-0.1.8.tgz 0ms (cache hit)
584 http cache etag@https://registry.npmjs.org/etag/-/etag-1.8.1.tgz 0ms (cache hit)
585 http cache eta@https://registry.npmjs.org/eta/-/eta-2.2.0.tgz 0ms (cache hit)
586 http cache esutils@https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz 0ms (cache hit)
587 http cache estree-walker@https://registry.npmjs.org/estree-walker/-/estree-walker-3.0.3.tgz 1ms (cache hit)
588 http cache estree-util-visit@https://registry.npmjs.org/estree-util-visit/-/estree-util-visit-2.0.0.tgz 0ms (cache hit)
589 http cache estree-util-value-to-estree@https://registry.npmjs.org/estree-util-value-to-estree/-/estree-util-value-to-estree-3.5.0.tgz 0ms (cache hit)
590 http cache estree-util-to-js@https://registry.npmjs.org/estree-util-to-js/-/estree-util-to-js-2.0.0.tgz 0ms (cache hit)
591 http cache estree-util-scope@https://registry.npmjs.org/estree-util-scope/-/estree-util-scope-1.0.0.tgz 0ms (cache hit)
592 http cache estree-util-is-identifier-name@https://registry.npmjs.org/estree-util-is-identifier-name/-/estree-util-is-identifier-name-3.0.0.tgz 0ms (cache hit)
593 http cache estree-util-build-jsx@https://registry.npmjs.org/estree-util-build-jsx/-/estree-util-build-jsx-3.0.1.tgz 0ms (cache hit)
594 http cache estree-util-attach-comments@https://registry.npmjs.org/estree-util-attach-comments/-/estree-util-attach-comments-3.0.0.tgz 0ms (cache hit)
595 http cache esrecurse@https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz 0ms (cache hit)
596 http cache estraverse@https://registry.npmjs.org/estraverse/-/estraverse-4.3.0.tgz 0ms (cache hit)
597 http cache eslint-scope@https://registry.npmjs.org/eslint-scope/-/eslint-scope-5.1.1.tgz 0ms (cache hit)
598 http cache esprima@https://registry.npmjs.org/esprima/-/esprima-4.0.1.tgz 0ms (cache hit)
599 http cache escape-html@https://registry.npmjs.org/escape-html/-/escape-html-1.0.3.tgz 0ms (cache hit)
600 http cache escape-string-regexp@https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz 0ms (cache hit)
601 http cache escape-goat@https://registry.npmjs.org/escape-goat/-/escape-goat-4.0.0.tgz 0ms (cache hit)
602 http cache escalade@https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz 0ms (cache hit)
603 http cache es-object-atoms@https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.1.tgz 0ms (cache hit)
604 http cache es-module-lexer@https://registry.npmjs.org/es-module-lexer/-/es-module-lexer-2.0.0.tgz 0ms (cache hit)
605 http cache esast-util-from-estree@https://registry.npmjs.org/esast-util-from-estree/-/esast-util-from-estree-2.0.0.tgz 0ms (cache hit)
606 http cache esast-util-from-js@https://registry.npmjs.org/esast-util-from-js/-/esast-util-from-js-2.0.1.tgz 0ms (cache hit)
607 http cache es-errors@https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz 0ms (cache hit)
608 http cache es-define-property@https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz 0ms (cache hit)
609 http cache error-ex@https://registry.npmjs.org/error-ex/-/error-ex-1.3.4.tgz 0ms (cache hit)
610 http cache entities@https://registry.npmjs.org/entities/-/entities-4.5.0.tgz 0ms (cache hit)
611 http cache enhanced-resolve@https://registry.npmjs.org/enhanced-resolve/-/enhanced-resolve-5.20.1.tgz 0ms (cache hit)
612 http cache encoding-sniffer@https://registry.npmjs.org/encoding-sniffer/-/encoding-sniffer-0.2.1.tgz 0ms (cache hit)
613 http cache emojis-list@https://registry.npmjs.org/emojis-list/-/emojis-list-3.0.0.tgz 0ms (cache hit)
614 http cache emoticon@https://registry.npmjs.org/emoticon/-/emoticon-4.1.0.tgz 0ms (cache hit)
615 http cache encodeurl@https://registry.npmjs.org/encodeurl/-/encodeurl-2.0.0.tgz 0ms (cache hit)
616 http cache emojilib@https://registry.npmjs.org/emojilib/-/emojilib-2.4.0.tgz 0ms (cache hit)
617 http cache emoji-regex@https://registry.npmjs.org/emoji-regex/-/emoji-regex-9.2.2.tgz 0ms (cache hit)
618 http cache ee-first@https://registry.npmjs.org/ee-first/-/ee-first-1.1.1.tgz 0ms (cache hit)
619 http cache electron-to-chromium@https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.332.tgz 0ms (cache hit)
620 http cache eastasianwidth@https://registry.npmjs.org/eastasianwidth/-/eastasianwidth-0.2.0.tgz 0ms (cache hit)
621 http cache duplexer@https://registry.npmjs.org/duplexer/-/duplexer-0.1.2.tgz 0ms (cache hit)
622 http cache dunder-proto@https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz 0ms (cache hit)
623 http cache dot-case@https://registry.npmjs.org/dot-case/-/dot-case-3.0.4.tgz 0ms (cache hit)
624 http cache dot-prop@https://registry.npmjs.org/dot-prop/-/dot-prop-6.0.1.tgz 0ms (cache hit)
625 http cache domutils@https://registry.npmjs.org/domutils/-/domutils-3.2.2.tgz 0ms (cache hit)
626 http cache dom-converter@https://registry.npmjs.org/dom-converter/-/dom-converter-0.2.0.tgz 0ms (cache hit)
627 http cache domelementtype@https://registry.npmjs.org/domelementtype/-/domelementtype-2.3.0.tgz 0ms (cache hit)
628 http cache domhandler@https://registry.npmjs.org/domhandler/-/domhandler-5.0.3.tgz 0ms (cache hit)
629 http cache dom-serializer@https://registry.npmjs.org/dom-serializer/-/dom-serializer-2.0.0.tgz 0ms (cache hit)
630 http cache dns-packet@https://registry.npmjs.org/dns-packet/-/dns-packet-5.6.1.tgz 0ms (cache hit)
631 http cache devlop@https://registry.npmjs.org/devlop/-/devlop-1.1.0.tgz 0ms (cache hit)
632 http cache dir-glob@https://registry.npmjs.org/dir-glob/-/dir-glob-3.0.1.tgz 0ms (cache hit)
633 http cache detect-port@https://registry.npmjs.org/detect-port/-/detect-port-1.6.1.tgz 0ms (cache hit)
634 http cache destroy@https://registry.npmjs.org/destroy/-/destroy-1.2.0.tgz 0ms (cache hit)
635 http cache detect-node@https://registry.npmjs.org/detect-node/-/detect-node-2.1.0.tgz 0ms (cache hit)
636 http cache dequal@https://registry.npmjs.org/dequal/-/dequal-2.0.3.tgz 0ms (cache hit)
637 http cache depd@https://registry.npmjs.org/depd/-/depd-2.0.0.tgz 0ms (cache hit)
638 http cache define-properties@https://registry.npmjs.org/define-properties/-/define-properties-1.2.1.tgz 0ms (cache hit)
639 http cache define-lazy-prop@https://registry.npmjs.org/define-lazy-prop/-/define-lazy-prop-2.0.0.tgz 0ms (cache hit)
640 http cache define-data-property@https://registry.npmjs.org/define-data-property/-/define-data-property-1.1.4.tgz 0ms (cache hit)
641 http cache defer-to-connect@https://registry.npmjs.org/defer-to-connect/-/defer-to-connect-2.0.1.tgz 0ms (cache hit)
642 http cache default-browser-id@https://registry.npmjs.org/default-browser-id/-/default-browser-id-5.0.1.tgz 0ms (cache hit)
643 http cache default-browser@https://registry.npmjs.org/default-browser/-/default-browser-5.5.0.tgz 0ms (cache hit)
644 http cache decompress-response@https://registry.npmjs.org/decompress-response/-/decompress-response-6.0.0.tgz 0ms (cache hit)
645 http cache deepmerge@https://registry.npmjs.org/deepmerge/-/deepmerge-4.3.1.tgz 0ms (cache hit)
646 http cache deep-extend@https://registry.npmjs.org/deep-extend/-/deep-extend-0.6.0.tgz 0ms (cache hit)
647 http cache decode-named-character-reference@https://registry.npmjs.org/decode-named-character-reference/-/decode-named-character-reference-1.3.0.tgz 0ms (cache hit)
648 http cache debug@https://registry.npmjs.org/debug/-/debug-4.4.3.tgz 0ms (cache hit)
649 http cache csstype@https://registry.npmjs.org/csstype/-/csstype-3.2.3.tgz 0ms (cache hit)
650 http cache csso@https://registry.npmjs.org/csso/-/csso-5.0.5.tgz 0ms (cache hit)
651 http cache debounce@https://registry.npmjs.org/debounce/-/debounce-1.2.1.tgz 0ms (cache hit)
652 http cache cssnano-utils@https://registry.npmjs.org/cssnano-utils/-/cssnano-utils-4.0.2.tgz 0ms (cache hit)
653 http cache cssnano-preset-default@https://registry.npmjs.org/cssnano-preset-default/-/cssnano-preset-default-6.1.2.tgz 0ms (cache hit)
654 http cache cssnano-preset-advanced@https://registry.npmjs.org/cssnano-preset-advanced/-/cssnano-preset-advanced-6.1.2.tgz 0ms (cache hit)
655 http cache cssnano@https://registry.npmjs.org/cssnano/-/cssnano-6.1.2.tgz 0ms (cache hit)
656 http cache cssdb@https://registry.npmjs.org/cssdb/-/cssdb-8.8.0.tgz 0ms (cache hit)
657 http cache css-what@https://registry.npmjs.org/css-what/-/css-what-6.2.2.tgz 0ms (cache hit)
658 http cache cssesc@https://registry.npmjs.org/cssesc/-/cssesc-3.0.0.tgz 0ms (cache hit)
659 http cache css-tree@https://registry.npmjs.org/css-tree/-/css-tree-2.3.1.tgz 0ms (cache hit)
660 http cache css-select@https://registry.npmjs.org/css-select/-/css-select-5.2.2.tgz 0ms (cache hit)
661 http cache css-minimizer-webpack-plugin@https://registry.npmjs.org/css-minimizer-webpack-plugin/-/css-minimizer-webpack-plugin-5.0.1.tgz 0ms (cache hit)
662 http cache css-prefers-color-scheme@https://registry.npmjs.org/css-prefers-color-scheme/-/css-prefers-color-scheme-10.0.0.tgz 0ms (cache hit)
663 http cache css-loader@https://registry.npmjs.org/css-loader/-/css-loader-6.11.0.tgz 0ms (cache hit)
664 http cache css-declaration-sorter@https://registry.npmjs.org/css-declaration-sorter/-/css-declaration-sorter-7.4.0.tgz 0ms (cache hit)
665 http cache css-blank-pseudo@https://registry.npmjs.org/css-blank-pseudo/-/css-blank-pseudo-7.0.1.tgz 0ms (cache hit)
666 http cache css-has-pseudo@https://registry.npmjs.org/css-has-pseudo/-/css-has-pseudo-7.0.3.tgz 0ms (cache hit)
667 http cache crypto-random-string@https://registry.npmjs.org/crypto-random-string/-/crypto-random-string-4.0.0.tgz 0ms (cache hit)
668 http cache cross-spawn@https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz 0ms (cache hit)
669 http cache cosmiconfig@https://registry.npmjs.org/cosmiconfig/-/cosmiconfig-8.3.6.tgz 0ms (cache hit)
670 http cache core-js-compat@https://registry.npmjs.org/core-js-compat/-/core-js-compat-3.49.0.tgz 0ms (cache hit)
671 http cache core-util-is@https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.3.tgz 0ms (cache hit)
672 http cache core-js@https://registry.npmjs.org/core-js/-/core-js-3.49.0.tgz 0ms (cache hit)
673 http cache copy-webpack-plugin@https://registry.npmjs.org/copy-webpack-plugin/-/copy-webpack-plugin-11.0.0.tgz 0ms (cache hit)
674 http cache cookie-signature@https://registry.npmjs.org/cookie-signature/-/cookie-signature-1.0.7.tgz 0ms (cache hit)
